experience,age_cat,condition,runID,grid,data_type,short_name,round,stand_cross,answer,rt,mean_baseline,n_picks,n_matches,n_players,alignment_score,majority_answer,majority_prop,alt_alignment,cross_n_picks,cross_n_matches,cross_n_players,cross_alignment_score,cross_majority_answer,cross_majority_prop,cross_alt_alignment,1_crossed_young_to_old_res_book,2_crossed_young_to_old_res_choco,3_crossed_young_to_old_res_brand_cloth,4_crossed_young_to_old_res_dog,5_crossed_young_to_old_res_building,6_crossed_young_to_old_res_city,7_crossed_young_to_old_res_africa,8_crossed_young_to_old_res_europe,9_crossed_young_to_old_res_country_holiday,10_crossed_young_to_old_res_date_year,11_crossed_young_to_old_res_drink_bar,12_crossed_young_to_old_res_flower,13_crossed_young_to_old_res_currency,14_crossed_young_to_old_res_houseplant,15_crossed_young_to_old_res_job,16_crossed_young_to_old_res_landmark,17_crossed_young_to_old_res_magazine,18_crossed_young_to_old_res_car,19_crossed_young_to_old_res_mountain,20_crossed_young_to_old_res_band,21_crossed_young_to_old_res_newspaper,22_crossed_young_to_old_res_part_car,23_crossed_young_to_old_res_politic,24_crossed_young_to_old_res_river,25_crossed_young_to_old_res_sport,26_crossed_young_to_old_res_sport_person,27_crossed_young_to_old_res_school,28_crossed_young_to_old_res_super,29_crossed_young_to_old_res_tv,30_crossed_young_to_old_res_insect,31_crossed_young_to_old_res_weather,32_crossed_young_to_old_res_celebrate,33_crossed_young_to_old_res_fit,34_crossed_young_to_old_res_number,35_crossed_young_to_old_res_history,36_crossed_young_to_old_res_item_cloth,37_crossed_young_to_old_res_year,38_crossed_young_to_old_res_night_out,39_crossed_young_to_old_res_people_holiday,40_crossed_young_to_old_res_parties,41_crossed_young_to_old_res_bathroom,42_crossed_young_to_old_res_garden,43_crossed_young_to_old_res_beach,1_crossed_old_to_young_res_book,2_crossed_old_to_young_res_brand_cloth,3_crossed_old_to_young_res_choco,4_crossed_old_to_young_res_dog,5_crossed_old_to_young_res_building,6_crossed_old_to_young_res_city,7_crossed_old_to_young_res_africa,8_crossed_old_to_young_res_europe,9_crossed_old_to_young_res_country_holiday,10_crossed_old_to_young_res_date,11_crossed_old_to_young_res_drink_bar,12_crossed_old_to_young_res_flower,13_crossed_old_to_young_res_currency,14_crossed_old_to_young_res_houseplant,15_crossed_old_to_young_res_job,16_crossed_old_to_young_res_landmark,17_crossed_old_to_young_res_magazine,18_crossed_old_to_young_res_car,19_crossed_old_to_young_res_mountain,20_crossed_old_to_young_res_band,21_crossed_old_to_young_res_newspaper,22_crossed_old_to_young_res_part_car,23_crossed_old_to_young_res_politic,24_crossed_old_to_young_res_river,25_crossed_old_to_young_res_sport,26_crossed_old_to_young_res_sport_person,27_crossed_old_to_young_res_school,28_crossed_old_to_young_res_super,29_crossed_old_to_young_res_tv,30_crossed_old_to_young_res_insect,31_crossed_old_to_young_res_weather,32_crossed_old_to_young_res_celebrate,33_crossed_old_to_young_res_fit,34_crossed_old_to_young_res_number,35_crossed_old_to_young_res_history,36_crossed_old_to_young_res_item_cloth,37_crossed_old_to_young_res_year,38_crossed_old_to_young_res_night_out,39_crossed_old_to_young_res_people_holiday,40_crossed_old_to_young_res_parties,41_crossed_old_to_young_res_bathroom,42_crossed_old_to_young_res_garden,43_crossed_old_to_young_res_beach,crossed_alignment_score
dependent,younger,within,5e1f6f7aab132b2a6adc0309,11_Name a drink ordered at a bar,free_gen_question,drink_bar,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.468085106
independent,younger,within,5e1f6f7aab132b2a6adc0309,12_Name a flower,free_gen_question,flower,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
independent,younger,within,5e1f6f7aab132b2a6adc0309,13_Name a foreign currency,free_gen_question,currency,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659574468
independent,younger,within,5e1f6f7aab132b2a6adc0309,14_Name a houseplant,free_gen_question,houseplant,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.130434783
dependent,younger,within,5e1f6f7aab132b2a6adc0309,15_Name a job or profession,free_gen_question,job,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
dependent,younger,within,5e1f6f7aab132b2a6adc0309,16_Name a landmark,free_gen_question,landmark,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152173913
dependent,younger,within,5e1f6f7aab132b2a6adc0309,17_Name a magazine,free_gen_question,magazine,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
independent,younger,within,5e1f6f7aab132b2a6adc0309,18_Name a make of car,free_gen_question,car,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659574468
independent,younger,within,5e1f6f7aab132b2a6adc0309,19_Name a mountain,free_gen_question,mountain,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.808510638
independent,younger,within,5e1f6f7aab132b2a6adc0309,1_Name a book,free_gen_question,book,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065217391
dependent,younger,within,5e1f6f7aab132b2a6adc0309,20_Name a musical band or artist,free_gen_question,music_artist,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
dependent,younger,within,5e1f6f7aab132b2a6adc0309,21_Name a newspaper,free_gen_question,newspaper,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282608696
independent,younger,within,5e1f6f7aab132b2a6adc0309,22_Name a part of a car,free_gen_question,car_part,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361702128
dependent,younger,within,5e1f6f7aab132b2a6adc0309,23_Name a political party,free_gen_question,political,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.680851064
independent,younger,within,5e1f6f7aab132b2a6adc0309,24_Name a river,free_gen_question,river,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
independent,younger,within,5e1f6f7aab132b2a6adc0309,25_Name a sport,free_gen_question,sport,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.808510638
dependent,younger,within,5e1f6f7aab132b2a6adc0309,26_Name a sports person (of any sport),free_gen_question,player,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191489362
independent,younger,within,5e1f6f7aab132b2a6adc0309,27_Name a subject you might study at school,free_gen_question,subject,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361702128
independent,younger,within,5e1f6f7aab132b2a6adc0309,28_Name a supermarket chain,free_gen_question,supermarket,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021276596
dependent,younger,within,5e1f6f7aab132b2a6adc0309,29_Name a television channel or streaming service,free_gen_question,tv,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127659574
dependent,younger,within,5e1f6f7aab132b2a6adc0309,2_Name a brand of chocolate bar,free_gen_question,chocolate,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085106383
independent,younger,within,5e1f6f7aab132b2a6adc0309,30_Name a type of insect,free_gen_question,insect,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234042553
independent,younger,within,5e1f6f7aab132b2a6adc0309,31_Name a type of weather,free_gen_question,weather,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425531915
independent,younger,within,5e1f6f7aab132b2a6adc0309,32_Name a typical celebration,free_gen_question,celebration,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659574468
independent,younger,within,5e1f6f7aab132b2a6adc0309,33_Name a way of getting fit,free_gen_question,fit,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021276596
independent,younger,within,5e1f6f7aab132b2a6adc0309,34_Name a whole number,free_gen_question,number,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106382979
dependent,younger,within,5e1f6f7aab132b2a6adc0309,35_Name an important person from history,free_gen_question,history,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042553191
dependent,younger,within,5e1f6f7aab132b2a6adc0309,36_Name an item of clothing,free_gen_question,clothing,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106382979
dependent,younger,within,5e1f6f7aab132b2a6adc0309,37_Name any year (past present or future),free_gen_question,year,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021276596
independent,younger,within,5e1f6f7aab132b2a6adc0309,38_Name something people might do on a night out,free_gen_question,night_out,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531914894
independent,younger,within,5e1f6f7aab132b2a6adc0309,39_Name something people might do on holiday,free_gen_question,people_holiday,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.489361702
dependent,younger,within,5e1f6f7aab132b2a6adc0309,3_Name a brand of clothing,free_gen_question,clothing_brand,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.595744681
dependent,younger,within,5e1f6f7aab132b2a6adc0309,40_Name something that happens at parties,free_gen_question,party,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.446808511
dependent,younger,within,5e1f6f7aab132b2a6adc0309,41_Name something that might be found in a bathroom,free_gen_question,bathroom,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063829787
dependent,younger,within,5e1f6f7aab132b2a6adc0309,42_Name something that might be found in the garden,free_gen_question,garden,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425531915
independent,younger,within,5e1f6f7aab132b2a6adc0309,43_Name something that might be found on the beach,free_gen_question,beach,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.468085106
independent,younger,within,5e1f6f7aab132b2a6adc0309,4_Name a breed of dog,free_gen_question,dog,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.446808511
dependent,younger,within,5e1f6f7aab132b2a6adc0309,5_Name a building,free_gen_question,building,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042553191
independent,younger,within,5e1f6f7aab132b2a6adc0309,6_Name a city,free_gen_question,city,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.829787234
dependent,younger,within,5e1f6f7aab132b2a6adc0309,7_Name a country in Africa,free_gen_question,africa,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02173913
independent,younger,within,5e1f6f7aab132b2a6adc0309,8_Name a country in Europe,free_gen_question,europe,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.680851064
independent,younger,within,5e1f6f7aab132b2a6adc0309,9_Name a country you might go to on holiday,free_gen_question,holiday,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659574468
dependent,younger,between,5e206b02d63ca0000bc99207,10_Name a date in the year (dd/mm),free_gen_question,date,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.217391304
dependent,younger,between,5e206b02d63ca0000bc99207,11_Name a drink ordered at a bar,free_gen_question,drink_bar,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.468085106
independent,younger,between,5e206b02d63ca0000bc99207,12_Name a flower,free_gen_question,flower,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
independent,younger,between,5e206b02d63ca0000bc99207,13_Name a foreign currency,free_gen_question,currency,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
independent,younger,between,5e206b02d63ca0000bc99207,14_Name a houseplant,free_gen_question,houseplant,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02173913
dependent,younger,between,5e206b02d63ca0000bc99207,15_Name a job or profession,free_gen_question,job,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
dependent,younger,between,5e206b02d63ca0000bc99207,16_Name a landmark,free_gen_question,landmark,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086956522
dependent,younger,between,5e206b02d63ca0000bc99207,17_Name a magazine,free_gen_question,magazine,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170212766
independent,younger,between,5e206b02d63ca0000bc99207,18_Name a make of car,free_gen_question,car,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659574468
independent,younger,between,5e206b02d63ca0000bc99207,19_Name a mountain,free_gen_question,mountain,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.808510638
independent,younger,between,5e206b02d63ca0000bc99207,1_Name a book,free_gen_question,book,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02173913
dependent,younger,between,5e206b02d63ca0000bc99207,20_Name a musical band or artist,free_gen_question,music_artist,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
dependent,younger,between,5e206b02d63ca0000bc99207,21_Name a newspaper,free_gen_question,newspaper,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282608696
independent,younger,between,5e206b02d63ca0000bc99207,22_Name a part of a car,free_gen_question,car_part,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361702128
dependent,younger,between,5e206b02d63ca0000bc99207,23_Name a political party,free_gen_question,political,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.680851064
independent,younger,between,5e206b02d63ca0000bc99207,24_Name a river,free_gen_question,river,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.872340426
independent,younger,between,5e206b02d63ca0000bc99207,25_Name a sport,free_gen_question,sport,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.808510638
dependent,younger,between,5e206b02d63ca0000bc99207,26_Name a sports person (of any sport),free_gen_question,player,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
independent,younger,between,5e206b02d63ca0000bc99207,27_Name a subject you might study at school,free_gen_question,subject,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.510638298
independent,younger,between,5e206b02d63ca0000bc99207,28_Name a supermarket chain,free_gen_question,supermarket,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.617021277
dependent,younger,between,5e206b02d63ca0000bc99207,29_Name a television channel or streaming service,free_gen_question,tv,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361702128
dependent,younger,between,5e206b02d63ca0000bc99207,2_Name a brand of chocolate bar,free_gen_question,chocolate,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
independent,younger,between,5e206b02d63ca0000bc99207,30_Name a type of insect,free_gen_question,insect,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234042553
independent,younger,between,5e206b02d63ca0000bc99207,31_Name a type of weather,free_gen_question,weather,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425531915
independent,younger,between,5e206b02d63ca0000bc99207,32_Name a typical celebration,free_gen_question,celebration,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276595745
independent,younger,between,5e206b02d63ca0000bc99207,33_Name a way of getting fit,free_gen_question,fit,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
independent,younger,between,5e206b02d63ca0000bc99207,34_Name a whole number,free_gen_question,number,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170212766
dependent,younger,between,5e206b02d63ca0000bc99207,35_Name an important person from history,free_gen_question,history,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
dependent,younger,between,5e206b02d63ca0000bc99207,36_Name an item of clothing,free_gen_question,clothing,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
independent,younger,between,5e206b02d63ca0000bc99207,38_Name something people might do on a night out,free_gen_question,night_out,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14893617
independent,younger,between,5e206b02d63ca0000bc99207,39_Name something people might do on holiday,free_gen_question,people_holiday,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
dependent,younger,between,5e206b02d63ca0000bc99207,3_Name a brand of clothing,free_gen_question,clothing_brand,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.595744681
dependent,younger,between,5e206b02d63ca0000bc99207,40_Name something that happens at parties,free_gen_question,party,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.446808511
dependent,younger,between,5e206b02d63ca0000bc99207,41_Name something that might be found in a bathroom,free_gen_question,bathroom,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14893617
dependent,younger,between,5e206b02d63ca0000bc99207,42_Name something that might be found in the garden,free_gen_question,garden,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
